,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
228,obo.DOID_0050461,DOID_0050461,class,Aspartylglucosaminuria,aspartylglucosaminuria,aspartylglucosaminidase aspartylglucosaminuria aspartylglycosaminuria deficiency glycosylasparaginase,True
229,obo.DOID_0050462,DOID_0050462,class,Antley-bixlerSyndrome,antley-bixler syndrome,antley-bixler syndrome trapezoidocephaly-synostosis,True
230,obo.DOID_0050463,DOID_0050463,class,CampomelicDysplasia,campomelic dysplasia,acampomelic campomelic dysplasia,True
231,obo.DOID_2256,DOID_2256,class,Osteochondrodysplasia,osteochondrodysplasia,chondrodystrophy osteochondrodysplasia,True
232,obo.DOID_0050464,DOID_0050464,class,FarberLipogranulomatosis,farber lipogranulomatosis,acid ceramidase deacylase deficiency disease farber lipogranulomatosis n-laurylsphingosine,True
233,obo.DOID_9455,DOID_9455,class,LipidStorageDisease,lipid storage disease,disease lipid lipoidosis storage,True
234,obo.DOID_0050465,DOID_0050465,class,Muir-torreSyndrome,muir-torre syndrome,muir-torre syndrome,True
235,obo.DOID_3883,DOID_3883,class,LynchSyndrome,lynch syndrome,cancer colon colorectal hereditary lynch neoplasm non-polyposis nonpolyposis syndrome type,True
236,obo.DOID_0050466,DOID_0050466,class,Loeys-dietzSyndrome,loeys-dietz syndrome,loeys-dietz syndrome,True
237,obo.DOID_0050467,DOID_0050467,class,ErythrokeratodermiaVariabilis,erythrokeratodermia variabilis,disease erythrokeratodermia figurata greither variabilis,True
238,obo.DOID_0050468,DOID_0050468,class,YellowNailSyndrome,yellow nail syndrome,nail syndrome yellow,True
239,obo.DOID_225,DOID_225,class,Syndrome,syndrome,syndrome,True
240,obo.DOID_0050469,DOID_0050469,class,CostelloSyndrome,costello syndrome,costello faciocutaneoskeletal fcs syndrome,True
241,obo.DOID_0050470,DOID_0050470,class,DonohueSyndrome,donohue syndrome,donohue leprechaunism syndrome,True
242,obo.DOID_0050471,DOID_0050471,class,CarneyComplex,carney complex,carney complex lamb name syndrome type variant,True
243,obo.DOID_0050472,DOID_0050472,class,Monilethrix,monilethrix,monilethrix,True
244,obo.DOID_0050473,DOID_0050473,class,AlstromSyndrome,alstrom syndrome,alstrom syndrome,True
245,obo.DOID_0050474,DOID_0050474,class,NethertonSyndrome,netherton syndrome,netherton syndrome,True
246,obo.DOID_0050475,DOID_0050475,class,Weill-marchesaniSyndrome,weill-marchesani syndrome,brachymorphia congenital dysmorphodystrophy dystrophy gemss marchesani-weill mesodermal spherophakia syndrome weill-marchesani,True
247,obo.DOID_0050739,DOID_0050739,class,AutosomalGeneticDisease,autosomal genetic disease,autosomal disease genetic,True
248,obo.DOID_0050476,DOID_0050476,class,BarthSyndrome,barth syndrome,3-methylglutaconicaciduria barth ii mga syndrome type,True
249,obo.DOID_3146,DOID_3146,class,LipidMetabolismDisorder,lipid metabolism disorder,acid disorder dyslipidemia fatty lipid metabolism,True
250,obo.DOID_0050477,DOID_0050477,class,LiddleSyndrome,liddle syndrome,liddle pseudoaldosteronism syndrome,True
251,obo.DOID_0050480,DOID_0050480,class,EpidemicTyphus,epidemic typhus,epidemic sylvatic typhus,True
252,obo.DOID_11256,DOID_11256,class,Typhus,typhus,endemic epidemic flea-borne louse-borne typhus,True
253,obo.DOID_0050481,DOID_0050481,class,EndemicTyphus,endemic typhus,cat endemic felis fever flea fleaborne malaya murine rat-flea rickettsia rickettsiosis spot toulon typhus urban,True
254,obo.DOID_0050484,DOID_0050484,class,AneruptiveFever,aneruptive fever,aneruptive fever helvetica rickettsia spot,True
255,obo.DOID_0050485,DOID_0050485,class,SennetsuFever,sennetsu fever,ehrlichiosis fever sennetsu,True
256,obo.DOID_0050486,DOID_0050486,class,Exanthem,exanthem,exanthem exanthema rash,True
257,obo.DOID_0050487,DOID_0050487,class,BacterialExanthem,bacterial exanthem,bacterial exanthem,True
258,obo.DOID_0050488,DOID_0050488,class,EarlyCongenitalSyphilis,early congenital syphilis,congenital early syphilis,True
259,obo.DOID_9856,DOID_9856,class,CongenitalSyphilis,congenital syphilis,congenital syphilis,True
260,obo.DOID_0050489,DOID_0050489,class,MultinodularGoiter,multinodular goiter,goiter multinodular,True
261,obo.DOID_12176,DOID_12176,class,Goiter,goiter,goiter goitre,True
262,obo.DOID_0050490,DOID_0050490,class,ParenchymatousNeurosyphilis,parenchymatous neurosyphilis,neurosyphilis parenchymatous,True
263,obo.DOID_9988,DOID_9988,class,TertiaryNeurosyphilis,tertiary neurosyphilis,late neurosyphilis tertiary,True
264,obo.DOID_0050491,DOID_0050491,class,MeningovascularNeurosyphilis,meningovascular neurosyphilis,meningovascular neurosyphilis,True
265,obo.DOID_0050495,DOID_0050495,class,ExanthemaSubitum,exanthema subitum,disease exanthema infantum roseola sixth subitum,True
266,obo.DOID_0050508,DOID_0050508,class,VariolaMajor,variola major,major variola,True
267,obo.DOID_8736,DOID_8736,class,Smallpox,smallpox,smallpox,True
268,obo.DOID_0050513,DOID_0050513,class,SpinalPolio,spinal polio,polio spinal,True
269,obo.DOID_0050515,DOID_0050515,class,ParalyticPoliomyelitis,paralytic poliomyelitis,paralytic poliomyelitis,True
270,obo.DOID_0050514,DOID_0050514,class,BulbospinalPolio,bulbospinal polio,bulbospinal polio,True
271,obo.DOID_4953,DOID_4953,class,Poliomyelitis,poliomyelitis,poliomyelitis,True
272,obo.DOID_0050516,DOID_0050516,class,"""onyongnyongFever""","""onyongnyong fever""",fever nyong,True
273,obo.DOID_0050517,DOID_0050517,class,BarmahForestVirusDisease,barmah forest virus disease,barmah disease forest virus,True
274,obo.DOID_0050518,DOID_0050518,class,RossRiverFever,ross river fever,disease fever river ross virus,True
275,obo.DOID_0050521,DOID_0050521,class,OropoucheFever,oropouche fever,fever oropouche,True
276,obo.DOID_0050522,DOID_0050522,class,BalkanHemorrhagicFever,balkan hemorrhagic fever,balkan fever hemorrhagic,True
277,obo.DOID_0050523,DOID_0050523,class,AdultT-cellLeukemia,adult t-cell leukemia,adult leukemia lymphoma t-cell,True
278,obo.DOID_715,DOID_715,class,T-cellLeukemia,t-cell leukemia,leukemia t-cell,True
279,obo.DOID_0050524,DOID_0050524,class,Maturity-onsetDiabetesOfTheYoung,maturity-onset diabetes of the young,diabetes mason-type maturity-onset mody young,True
280,obo.DOID_0050526,DOID_0050526,class,Gamstorp-wohlfartSyndrome,gamstorp-wohlfart syndrome,autosomal axonal gamstorp-wohlfart muscle myokymia myotonia neuromyotonia neuropathy recessive syndrome waste,True
281,obo.DOID_0050528,DOID_0050528,class,NonphotosensitiveTrichothiodystrophy,nonphotosensitive trichothiodystrophy,amish bid brain brittle hair hair-brain nonphotosensitive syndrome trichothiodystrophy,True
282,obo.DOID_0050529,DOID_0050529,class,AdultSpinalMuscularAtrophy,adult spinal muscular atrophy,adult atrophy form iv muscular spinal type,True
283,obo.DOID_0060160,DOID_0060160,class,SurvivalMotorNeuronSpinalMuscularAtrophy,survival motor neuron spinal muscular atrophy,atrophy childhood motor muscular neuron spinal survival,True
284,obo.DOID_0050530,DOID_0050530,class,IntermediateSpinalMuscularAtrophy,intermediate spinal muscular atrophy,atrophy chronic form infantile intermediate muscular spinal type,True
285,obo.DOID_0050534,DOID_0050534,class,CongenitalStationaryNightBlindness,congenital stationary night blindness,blindness congenital essential night nyctalopia stationary,True
286,obo.DOID_8499,DOID_8499,class,NightBlindness,night blindness,blindness night,True
287,obo.DOID_0050535,DOID_0050535,class,ExudativeVitreoretinopathy,exudative vitreoretinopathy,exudative familial fevr vitreoretinopathy,True
288,obo.DOID_2462,DOID_2462,class,RetinalVascularDisease,retinal vascular disease,disease retinal vascular,True
289,obo.DOID_0050537,DOID_0050537,class,PosteriorPolarCataract,posterior polar cataract,cataract polar posterior,True
290,obo.DOID_83,DOID_83,class,Cataract,cataract,cataract,True
291,obo.DOID_0050538,DOID_0050538,class,Charcot-marie-toothDiseaseType1,charcot-marie-tooth disease type1,charcot-marie-tooth disease hereditary motor neuropathy sensory type,True
292,obo.DOID_10595,DOID_10595,class,Charcot-marie-toothDisease,charcot-marie-tooth disease,charcot-marie-tooth disease,True
293,obo.DOID_0050539,DOID_0050539,class,Charcot-marie-toothDiseaseType2,charcot-marie-tooth disease type2,charcot-marie-tooth disease guadalajara hereditary motor neuronal neuropathy okinawa sensory type,True
294,obo.DOID_0050540,DOID_0050540,class,Charcot-marie-toothDiseaseType3,charcot-marie-tooth disease type3,charcot-marie-tooth dejerine-sottas disease neuropathy syndrome type,True
295,obo.DOID_0050541,DOID_0050541,class,Charcot-marie-toothDiseaseType4,charcot-marie-tooth disease type4,charcot-marie-tooth disease hereditary motor neuropathy sensory type,True
296,obo.DOID_0050542,DOID_0050542,class,Charcot-marie-toothDiseaseTypeX,charcot-marie-tooth disease type x,charcot-marie-tooth cowchock cowck disease syndrome type,True
297,obo.DOID_0050543,DOID_0050543,class,Charcot-marie-toothDiseaseIntermediateType,charcot-marie-tooth disease intermediate type,charcot-marie-tooth disease dominant intermediate recessive type,True
298,obo.DOID_0050544,DOID_0050544,class,Hypermethioninemia,hypermethioninemia,hypermethioninemia,True
299,obo.DOID_9252,DOID_9252,class,AminoAcidMetabolicDisorder,amino acid metabolic disorder,acid amino disorder error inborn metabolic metabolism,True
300,obo.DOID_0050545,DOID_0050545,class,VisceralHeterotaxy,visceral heterotaxy,ambiguus heterotaxia heterotaxy situs visceral,True
301,obo.DOID_0080015,DOID_0080015,class,PhysicalDisorder,physical disorder,disorder physical,True
302,obo.DOID_0050546,DOID_0050546,class,CongenitalAdrenalInsufficiency,congenital adrenal insufficiency,adrenal complete congenital insufficiency partial reversal sex xy,True
303,obo.DOID_9553,DOID_9553,class,AdrenalGlandDisease,adrenal gland disease,adrenal disease gland,True
304,obo.DOID_0050547,DOID_0050547,class,FamilialMedullaryThyroidCarcinoma,familial medullary thyroid carcinoma,carcinoma familial medullary thyroid,True
305,obo.DOID_3973,DOID_3973,class,ThyroidMedullaryCarcinoma,thyroid medullary carcinoma,carcinoma medullary thyroid,True
306,obo.DOID_0050548,DOID_0050548,class,HereditarySensoryNeuropathy,hereditary sensory neuropathy,autonomic congenital dysautonomia familial hereditary ii insensitivity neuropathy pain sensory type,True
307,obo.DOID_870,DOID_870,class,Neuropathy,neuropathy,neuropathy peripheral,True
308,obo.DOID_0050549,DOID_0050549,class,Saldino-noonanSyndrome,saldino-noonan syndrome,polydactyly rib saldino-noonan short syndrome type,True
309,obo.DOID_0050553,DOID_0050553,class,JmpSyndrome,jmp syndrome,anemia atrophy contracture jmp joint lipodystrophy microcytic muscular panniculitis-induced syndrome,True
310,obo.DOID_0050554,DOID_0050554,class,X-linkedSideroblasticAnemiaWithAtaxia,x-linked sideroblastic anemia with ataxia,anemia ataxia sideroblastic spinocerebellar x-linked,True
311,obo.DOID_8955,DOID_8955,class,SideroblasticAnemia,sideroblastic anemia,anemia sideroblastic,True
312,obo.DOID_0050557,DOID_0050557,class,CongenitalMuscularDystrophy,congenital muscular dystrophy,congenital dystrophy muscular,True
313,obo.DOID_9884,DOID_9884,class,MuscularDystrophy,muscular dystrophy,dystrophy muscular,True
314,obo.DOID_0050558,DOID_0050558,class,UllrichCongenitalMuscularDystrophy,ullrich congenital muscular dystrophy,congenital disease dystrophy muscular scleroatonic ullrich,True
315,obo.DOID_0050559,DOID_0050559,class,FukuyamaCongenitalMuscularDystrophy,fukuyama congenital muscular dystrophy,congenital dystrophy fukuyama muscular,True
316,obo.DOID_0050560,DOID_0050560,class,Walker-warburgSyndrome,walker-warburg syndrome,cerebroocular dysplasia-muscular dystrophy hard syndrome walker-warburg,True
317,obo.DOID_0050561,DOID_0050561,class,Lennox-gastautSyndrome,lennox-gastaut syndrome,lennox lennox-gastaut syndrome,True
318,obo.DOID_0050704,DOID_0050704,class,ChildhoodElectroclinicalSyndrome,childhood electroclinical syndrome,childhood electroclinical syndrome,True
319,obo.DOID_0050562,DOID_0050562,class,WestSyndrome,west syndrome,syndrome west,True
320,obo.DOID_0050703,DOID_0050703,class,InfancyElectroclinicalSyndrome,infancy electroclinical syndrome,electroclinical infancy syndrome,True
321,obo.DOID_0050563,DOID_0050563,class,NonsyndromicDeafness,nonsyndromic deafness,deafness hearing hereditary loss nonsyndromic,True
322,obo.DOID_2742,DOID_2742,class,AuditorySystemDisease,auditory system disease,auditory disease ear mastoid system,True
323,obo.DOID_0050564,DOID_0050564,class,AutosomalDominantNonsyndromicDeafness,autosomal dominant nonsyndromic deafness,autosomal deafness dominant nonsyndromic,True
324,obo.DOID_0050565,DOID_0050565,class,AutosomalRecessiveNonsyndromicDeafness,autosomal recessive nonsyndromic deafness,autosomal deafness nonsyndromic recessive,True
325,obo.DOID_0050566,DOID_0050566,class,X-linkedNonsyndromicDeafness,x-linked nonsyndromic deafness,deafness nonsyndromic x-linked,True
326,obo.DOID_0050567,DOID_0050567,class,OrofacialCleft,orofacial cleft,cleft orofacial,True
327,obo.DOID_0050568,DOID_0050568,class,SpondylocostalDysostosis,spondylocostal dysostosis,autosomal dysostosis dysplasia jarcho-levin recessive spondylocostal spondylothoracic syndrome,True
328,obo.DOID_1934,DOID_1934,class,Dysostosis,dysostosis,dysostosis,True
329,obo.DOID_0050569,DOID_0050569,class,SeckelSyndrome,seckel syndrome,bird-headed dwarfism harper microcephalic primordial seckel syndrome virchow-seckel,True
330,obo.DOID_0050570,DOID_0050570,class,CongenitalDisorderOfGlycosylationTypeI,congenital disorder of glycosylation type i,alg1-cdg alg11-cdg alg12-cdg alg2-cdg alg3-cdg alg6-cdg alg8-cdg alg9-cdg cdg-1a cdg-1b cdg-1c cdg-1d cdg-1e cdg-1f cdg-1g cdg-1h cdg-1i cdg-1j cdg-1k cdg-1l cdg-1m cdg-1n cdg-1o cdg-1p cdg-1q cdg-1u congenital disorder dolk-cdg dpagt1-cdg dpm1-cdg dpm2-cdg dpm3-cdg glycosylation mpdu1-cdg mpi-cdg pmm2-cdg rft1-cdg srd5a3-cdg type,True
331,obo.DOID_5212,DOID_5212,class,CongenitalDisorderOfGlycosylation,congenital disorder of glycosylation,carbohydrate-deficient congenital disorder glycoprotein glycosylation syndrome,True
332,obo.DOID_0050571,DOID_0050571,class,CongenitalDisorderOfGlycosylationTypeIi,congenital disorder of glycosylation type ii,cdg-2a cdg-2b congenital disorder glycosylation ii mgat2-cdg mogs-cdg type,True
333,obo.DOID_0050572,DOID_0050572,class,Cone-rodDystrophy,cone-rod dystrophy,cone-rod dystrophy retinal,True
334,obo.DOID_8466,DOID_8466,class,RetinalDegeneration,retinal degeneration,degeneration retinal,True
335,obo.DOID_0050573,DOID_0050573,class,2-hydroxyglutaricAciduria,2-hydroxyglutaric aciduria,2-hydroxyglutaric aciduria,True
336,obo.DOID_0050574,DOID_0050574,class,L-2-hydroxyglutaricAciduria,l-2-hydroxyglutaric aciduria,acidemia aciduria l-2-hydroxyglutaric,True
337,obo.DOID_0050575,DOID_0050575,class,D-2-hydroxyglutaricAciduria,d-2-hydroxyglutaric aciduria,aciduria d-2-hydroxyglutaric,True
338,obo.DOID_0050576,DOID_0050576,class,Senior-lokenSyndrome,senior-loken syndrome,loken renal-retinal senior senior-loken syndrome,True
339,obo.DOID_0050577,DOID_0050577,class,SensenbrennerSyndrome,sensenbrenner syndrome,cranioectodermal dysplasia levin sensenbrenner syndrome,True
340,obo.DOID_0050578,DOID_0050578,class,OccultMacularDystrophy,occult macular dystrophy,dystrophy macular occult,True
341,obo.DOID_4448,DOID_4448,class,MacularDegeneration,macular degeneration,degeneration macular,True
342,obo.DOID_0050579,DOID_0050579,class,GlycogenStorageDiseaseXv,glycogen storage disease xv,disease glycogen storage type xv,True
343,obo.DOID_2747,DOID_2747,class,GlycogenStorageDisease,glycogen storage disease,disease glycogen storage,True
344,obo.DOID_0050580,DOID_0050580,class,HereditaryLymphedema,hereditary lymphedema,disease hereditary lymphedema milroy nonne-milroy,True
345,obo.DOID_4977,DOID_4977,class,Lymphedema,lymphedema,lymphedema,True
346,obo.DOID_0050581,DOID_0050581,class,Brachydactyly,brachydactyly,brachydactyly,True
347,obo.DOID_0050584,DOID_0050584,class,GummatousSyphilis,gummatous syphilis,gummatous syphilis,True
348,obo.DOID_8200,DOID_8200,class,TertiarySyphilis,tertiary syphilis,late syphilis tertiary,True
349,obo.DOID_0050585,DOID_0050585,class,CongenitalGeneralizedLipodystrophy,congenital generalized lipodystrophy,beradinelli-seip congenital generalize lipodystrophy syndrome,True
350,obo.DOID_0050587,DOID_0050587,class,Trichotillomania,trichotillomania,trichotillomania,True
351,obo.DOID_10937,DOID_10937,class,ImpulseControlDisorder,impulse control disorder,control disorder impulse,True
352,obo.DOID_0050588,DOID_0050588,class,MuscularDystrophy-dystroglycanopathy,muscular dystrophy-dystroglycanopathy,dystrophy-dystroglycanopathy muscular,True
353,obo.DOID_0050589,DOID_0050589,class,InflammatoryBowelDisease,inflammatory bowel disease,bowel disease inflammatory,True
354,obo.DOID_5295,DOID_5295,class,IntestinalDisease,intestinal disease,disease intestinal,True
355,obo.DOID_0050590,DOID_0050590,class,SevereCongenitalNeutropenia,severe congenital neutropenia,congenital neutropenia severe,True
356,obo.DOID_1227,DOID_1227,class,Neutropenia,neutropenia,neutropenia,True
357,obo.DOID_0050591,DOID_0050591,class,ToothAgenesis,tooth agenesis,agenesis familial hypodontia oligodontia selective tooth,True
358,obo.DOID_1091,DOID_1091,class,ToothDisease,tooth disease,disease tooth,True
