,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
112,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C2851,C2851,class,AcquiredImmunodeficiencySyndrome,acquired immunodeficiency syndrome,acquire aid deficiency disease hiv immune immunodeficiency syndrome,False
113,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27718,C27718,class,HumanPapillomavirus-relatedMalignantNeoplasm,human papillomavirus-related malignant neoplasm,hpv-related human malignancy malignant neoplasm neoplastic papilloma papillomavirus-related process virus-related,True
114,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C102897,C102897,class,HighGradeAstrocyticTumor,high grade astrocytic tumor,astrocytic grade high high-grade neoplasm neoplastic process tumor,True
115,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36129,C36129,class,HighGradeLesion,high grade lesion,find grade high lesion,False
116,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C14158,C14158,class,HighGrade,high grade,classification grade high,False
117,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4822,C4822,class,MalignantGlioma,malignant glioma,glial glioma grade high high-grade malignant neoplasm neoplastic neuroglial process tumor,True
118,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6958,C6958,class,AstrocyticTumor,astrocytic tumor,astrocytic astroglioma neoplasm neoplastic process tumor,True
119,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C102955,C102955,class,GreatBloodVessel,great blood vessel,blood body component great organ part vessel,False
120,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C12679,C12679,class,BloodVessel,blood vessel,blood body component human organ part vessel,False
121,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C103185,C103185,class,CongenitalReproductiveSystemAbnormality,congenital reproductive system abnormality,abnormality congenital reproductive system,False
122,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27613,C27613,class,Non-neoplasticReproductiveSystemDisorder,non-neoplastic reproductive system disorder,disease disorder non-neoplastic reproductive syndrome system,False
123,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C35107,C35107,class,CongenitalGenitourinaryAbnormality,congenital genitourinary abnormality,abnormality congenital disease genitourinary syndrome system,False
124,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C103223,C103223,class,GeneticFinding,genetic finding,finding genetic laboratory result test,False
125,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36292,C36292,class,LaboratoryTestResult,laboratory test result,find finding lab laboratory report result test,False
126,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C103225,C103225,class,IschemicNecrosis,ischemic necrosis,find ischemic necrosis,False
127,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36184,C36184,class,NecroticChange,necrotic change,change find necrosis necrotic,False
128,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C103340,C103340,class,"PapillaryCarcinomaOfThePenis,NotOtherwiseSpecified","papillary carcinoma of the penis, not otherwise specified",carcinoma neoplastic no otherwise papillary penis process specify,True
129,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C35541,C35541,class,Hyperkeratosis,hyperkeratosis,find hyperkeratosis increase keratinization,False
130,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36130,C36130,class,LowGradeLesion,low grade lesion,find grade lesion low,False
131,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36133,C36133,class,WellDifferentiatedLesion,well differentiated lesion,differentiate find lesion well well-differentiated,False
132,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6983,C6983,class,PapillaryCarcinomaOfThePenis,papillary carcinoma of the penis,carcinoma neoplastic papillary penile penis process squamous type,True
133,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C103817,C103817,class,HereditaryProstateCarcinoma,hereditary prostate carcinoma,cancer carcinoma hereditary neoplastic process prostate,True
134,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C54062,C54062,class,HereditaryLesion,hereditary lesion,find hereditary lesion,False
135,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4863,C4863,class,ProstateCarcinoma,prostate carcinoma,cancer carcinoma neoplastic no process prostate,True
136,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9479,C9479,class,HereditaryMalignantNeoplasm,hereditary malignant neoplasm,cancer familial hereditary malignant neoplasm neoplastic process,True
137,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C16404,C16404,class,CellMotility,cell motility,cell cellular function motility,False
138,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C20768,C20768,class,CytoskeletalModeling,cytoskeletal modeling,cell cytoskeletal function modeling organization process remodel reorganization,False
139,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C104003,C104003,class,CongenitalHematologicalDisorder,congenital hematological disorder,congenital disease disorder hematological syndrome,False
140,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C26324,C26324,class,Non-neoplasticHematologiclymphocyticDisorder,non-neoplastic hematologiclymphocytic disorder,disease disorder hematologic lymphocytic non-malignant non-neoplastic nonmalignant syndrome,False
141,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9325,C9325,class,AdrenalCortexCarcinoma,adrenal cortex carcinoma,adenocarcinoma adrenal adrenocortical cancer carcinoma cell cortex cortical malignant neoplastic no process,True
142,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27966,C27966,class,StageI,stage i,attribute clinical stage,False
143,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C28054,C28054,class,StageIi,stage ii,attribute clinical ii stage,False
144,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27970,C27970,class,StageIii,stage iii,attribute clinical iii stage,False
145,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27971,C27971,class,StageIv,stage iv,attribute clinical iv stage,False
146,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C104083,C104083,class,EffectorT-lymphocyte,effector t-lymphocyte,cell effector lymphocyte t-cell t-lymphocyte,False
147,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C33061,C33061,class,MatureT-lymphocyte,mature t-lymphocyte,cell mature t-cell t-lymphocyte,False
148,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105526,C105526,class,EgfrGeneProduct,egfr gene product,acid amino egfr gene peptide product protein,False
149,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C18506,C18506,class,ErbbReceptorFamilyProtein,erbb receptor family protein,acid amino egf egfr enzyme epidermal erbb factor family growth human kinase peptide protein receptor receptor-tyrosine tyrosine,False
150,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C17757,C17757,class,EgfrGene,egfr gene,egfr epidermal factor gene genome growth receptor,False
151,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105555,C105555,class,HighGradeOvarianSerousAdenocarcinoma,high grade ovarian serous adenocarcinoma,adenocarcinoma grade high high-grade neoplastic ovarian process serous,True
152,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C118396,C118396,class,Tp53GeneMutation,tp53 gene mutation,abnormal cell dysfunction gene molecular mutation p53 positive protein tp53 tumor yes,False
153,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C35960,C35960,class,HighMitoticActivity,high mitotic activity,activity find high mitotic,False
154,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40430,C40430,class,BrafGeneMutation,braf gene mutation,b-raf b-raf1 b1 braf braf1 cell dysfunction gene homolog molecular murine mutation oncogene sarcoma v-raf viral,False
155,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C41361,C41361,class,KrasGeneMutation,kras gene mutation,c-k-ras cell dysfunction gene homolog k-ras kirsten kras kras-2 kras2 molecular mutation oncogene positive rat sarcoma v-ki-ras2 viral,False
156,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C17359,C17359,class,Tp53Gene,tp53 gene,gene genome li-fraumeni p53 protein syndrome tp53 tumor,False
157,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C17965,C17965,class,Brca1Gene,brca1 gene,associate brca1 breast cancer dna early gene genome onset repair,False
158,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C18120,C18120,class,Brca2Gene,brca2 gene,associate brca2 breast cancer dna early gene genome onset repair,False
159,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C19635,C19635,class,Brca1GeneMutation,brca1 gene mutation,brca1 breast brovca1 cancer cell dysfunction early gene molecular mutation onset susceptibility type,False
160,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C19636,C19636,class,Brca2GeneMutation,brca2 gene mutation,brca2 brcc2 breast brovca2 cancer cell dysfunction early fancd1 gene molecular mutation onset susceptibility type xrcc11,False
161,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7550,C7550,class,OvarianSerousAdenocarcinoma,ovarian serous adenocarcinoma,adenocarcinoma carcinoma neoplastic ovarian ovary process serous,True
162,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105556,C105556,class,LowGradeOvarianSerousAdenocarcinoma,low grade ovarian serous adenocarcinoma,adenocarcinoma carcinoma grade invasive low low-grade micropapillary neoplastic ovarian process serous,True
163,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C35961,C35961,class,LowMitoticActivity,low mitotic activity,activity find low mitotic,False
164,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36329,C36329,class,Tp53GeneInactivation,tp53 gene inactivation,cell dysfunction function gene inactivate inactivation lfs1 li-fraumeni loss molecular mutation p53 protein syndrome tp53 trp53 tumor tumor-suppressor,False
165,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C18363,C18363,class,BrafGene,braf gene,b-raf braf gene genome kinase proto-oncogene serine threonine,False
166,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C25785,C25785,class,KrasGene,kras gene,gene genome gtpase k-ras kras kras2 proto-oncogene,False
167,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105679,C105679,class,Krt5Gene,krt5 gene,gene genome keratin krt5,False
168,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C30073,C30073,class,IntermediateFilamentGene,intermediate filament gene,filament gene genome intermediate,False
169,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C17729,C17729,class,Organogenesis,organogenesis,organogenesis phenomenon process,False
170,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C18469,C18469,class,Protein-proteinInteraction,protein-protein interaction,function interaction molecular protein-protein,False
171,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C20820,C20820,class,Nup98Gene,nup98 gene,gene genome nucleoporin nup98,False
172,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105817,C105817,class,Mnx1/etv6FusionGene,mnx1/etv6 fusion gene,etv6 fusion gene genome hlxb9 hlxb9-etv6 mnx1 mnx1-etv6,False
173,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C122690,C122690,class,AcuteMyeloidLeukemiaWithT7;12q36;p13;Hlxb9-etv6,acute myeloid leukemia with t7;12q36;p13; hlxb9-etv6,acute aml hlxb9-etv6 leukemia mnx1-etv6 myeloid neoplastic p13 process q36,True
174,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C18312,C18312,class,Etv6Gene,etv6 gene,ets etv6 gene genome tel variant,False
175,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C98307,C98307,class,BrafProteinVariant,braf protein variant,b-raf braf cell dysfunction kinase molecular protein serine threonine-protein variant,False
176,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105906,C105906,class,Jak2ProteinVariant,jak2 protein variant,cell dysfunction jak-2 jak2 janus kinase molecular protein tyrosine-protein variant,False
177,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C84255,C84255,class,Jak2GeneMutation,jak2 gene mutation,cell dysfunction gene jak-2 jak2 janus jtk10 kinase molecular mutation protein tyrosine variant,False
178,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C28494,C28494,class,Tyrosine-proteinKinaseJak2,tyrosine-protein kinase jak2,2.7.1.112 2.7.10.2 acid amino ec enzyme jak-2 jak2 janus kinase kinase-2 peptide protein tyrosine-protein,False
179,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105907,C105907,class,Claudin-low,claudin-low,claudin-low laboratory profile result test transcriptional,False
180,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C105977,C105977,class,Krt17Gene,krt17 gene,gene genome keratin krt17,False
181,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C16514,C16514,class,DnaReplication,dna replication,dna function genetic replication,False
182,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C16566,C16566,class,ExcisionRepair,excision repair,excision function genetic repair,False
183,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C17395,C17395,class,SPhaseProcess,s phase process,period phase phenomenon process s-phase synthesis,False
184,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C106315,C106315,class,Hyperploidy,hyperploidy,cell dysfunction hyperploidy molecular,False
185,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C2873,C2873,class,Aneuploidy,aneuploidy,aneuploid aneuploidy cell dysfunction molecular,False
186,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C13226,C13226,class,Cytoplasm,cytoplasm,cell component cytoplasm cytoplasmic,False
