,SrcEntity,TgtEntity,SrcLabel,TgtLabel,label
287,C5475,DOID_5516,neoplastic process,carcinoma cell gastric squamous,1
288,C126741,DOID_0050559,mddga4,congenital dystrophy fukuyama muscular,1
289,C3366,DOID_0060061,ctcl cutaneous disease lymphoma neoplastic process sezary syndrome se zary t cell,cell cutaneous lymphoma t cell,0
290,C61246,DOID_0060707,disease duncan lymphoproliferative syndrome x linked,lpfs1 lymphoproliferative syndrome,0
291,C42058,DOID_7949,ganglioneuroblastoma neoplastic nodular process,composite ganglioneuroblastoma stroma dominant stroma poor,0
292,C4907,DOID_11561,cardiomegaly disease hypertensive syndrome,hypertensive retinopathy,0
293,C3213,DOID_0002116,angiomatosis anomalad cavernous chondrodysplasia chondroplasia disease dyschondroplasia enchondromatosis hemangioma hemangiomata maffucci syndrome,eye pterygium surfer,0
294,C123262,DOID_0060702,benign disease familial hypercalcemia hypocalciuric syndrome,familial fhh hhc3 hypercalcemia hypocalciuric iii type,0
295,C6545,DOID_6162,neoplastic process,carcinoma childhood embryonal testis,1
296,C27539,DOID_4299,skin infiltrating basal cell carcinoma,basal carcinoma cell infiltrate infiltrative skin,1
297,C5484,DOID_4716,cell gastric granular malignant neoplasm neoplastic process stomach tumor,cell gastric germ malignant tumor,0
298,C5130,DOID_4877,adenoid cystic breast carcinoma,adenoid breast carcinoma cystic,1
299,C5158,DOID_14152,cord melanoma neoplastic process spinal,cord sarcoma spinal,0
300,C84669,DOID_9565,dextrocardia,dextrocardia,1
301,C84795,DOID_12318,corneal disease dystrophy epithelial juvenile meesmann syndrome,corneal dystrophy granular,0
302,C26729,DOID_11431,connective disease disorder primary syndrome tissue,endometriosis rectovaginal septum vagina,0
303,C39927,DOID_7302,testicular yolk sac tumordodermal sinus pattern,endodermal pattern sac sinus testicular tumor yolk,1
304,C4787,DOID_0050624,benign gi tumor,benign gastrointestinal neoplasm system,1
305,C33645,DOID_37,adipose subcutaneous subcutis tissue,disease skin subcutaneous tissue,0
306,C84652,DOID_7765,costello disease syndrome,coat disease syndrome,0
307,C84748,DOID_1060,disease or syndrome,disease hartnup,1
308,C34918,DOID_9893,disease periodontitis syndrome,periodontosis,1
309,C6143,DOID_4918,adenocarcinoma of the kidney pelvis,adenocarcinoma pelvis renal,1
310,C4816,DOID_3159,dermatitis disease photodermatitis photosensitive photosensitivity reaction syndrome,disease photosensitivity,0
311,C7910,DOID_5396,prolactin secreting pituitary gland tumor,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
312,C3398,DOID_1383,gland neoplasm neoplastic no process sweat tumor,disease gland sweat,0
313,C4527,DOID_262,renal hemangiopericytoma,hemangiopericytoma kidney,1
314,C3564,DOID_1751,conjunctiva conjunctival malignant neoplasm neoplastic process tumor,conjunctival malignant melanoma,0
315,C2955,DOID_0080199,carcinoma of the large intestine,carcinoma colorectal,1
316,C8196,DOID_9072,midline lethal granuloma of the nasal cavity and paranasal sinus,granuloma lethal midline,1
317,C6888,DOID_3280,b2 cell cortical neoplastic no polygonal process thymoma type,mixed thymoma type,0
318,C61269,DOID_14504,disease or syndrome,block cholesterol deficiency disease esterification form juvenile lipidosis niemann pick sphingomyelin sphingomyelinase subacute type,1
319,C36078,DOID_8955,anemia disease sideroblastic syndrome,sideroblastic anemia,1
320,C7788,DOID_5635,ajcc cancer carcinoma gastric neoplastic process situ stage stomach v6 v7,adenosquamous carcinoma gastric,0
321,C8704,DOID_1725,advance advanced malignant mesothelioma neoplastic peritoneal peritoneum process,cancer peritoneum,0
322,C4533,DOID_3542,choroid malignant neoplasm neoplastic plexus process tumor,adult cancer choroid plexus,0
323,C8292,DOID_6648,pineoblastoma,adult pineoblastoma,1
324,C62018,DOID_11312,av block second degree mo bitz type ii,atrioventricular block ii mobitz type,1
325,C4426,DOID_10069,neoplasm neoplastic process subglottic subglottis tumor,subglottis neoplasm,1
326,C4641,DOID_4863,spinal astrocytoma,astrocytoma cord spinal,1
327,C27888,DOID_6605,carcinoma cell chromophobe classic neoplastic process renal variant,carcinoma cell chromophobe classic renal variant,1
328,C92950,DOID_7551,disease gc gonorrhea syndrome,gonorrhea,1
329,C6601,DOID_5039,cell granular mediastinal mediastinum myoblastoma neoplasm neoplastic process tumor,myoblastoma,0
330,C3997,DOID_3869,medulloblastoma,childhood medulloblastoma,1
331,C7788,DOID_9138,stage 0 carcinoma of the stomach,carcinoma situ stomach,1
332,C5832,DOID_5982,fibrosarcoma hepatic liver neoplastic process,fibrosarcoma kidney,0
333,C35079,DOID_11920,disease disorder syndrome trachea tracheal,cancer neoplasm tracheal,0
334,C34436,DOID_8483,arterial branch disease occlusion retinal syndrome,artery occlusion retinal,0
335,C39812,DOID_8109,adenofibroma metanephric neoplastic nephrogenic process,adenoma nephrogenic urethra,0
336,C26816,DOID_0110479,blood cell decrease laboratory leukocytopenia leukopenia result test white,autosomal deafness dfnb21 nonsyndromic recessive,0
337,C6631,DOID_12064,mediastinal mediastinum neoplastic neurofibroma process,mediastinum neurofibroma,1
338,C129027,DOID_0111097,anemia complementation disease fanconi group syndrome,anemia complementation fancj fanconi group,1
339,C9429,DOID_3517,conventional fibrosarcoma,conventional fibrosarcoma,1
340,C84883,DOID_4327,disease fever hemorrhagic marburg syndrome virus,marburg virus disease,1
341,C3179,DOID_0080187,neutrophilic leukemia,chronic leukemia neutrophilic,1
342,C6166,DOID_0060031,cancer carcinoma cell neoplastic process transitional urethra urethral urothelial,autoimmune disease gastrointestinal tract,0
343,C2967,DOID_0060227,cryptococcosis disease syndrome,adam adams oliver oliver syndrome,0
344,C6711,DOID_10200,chest neoplastic plasmacytoma process solitary wall,chest lipoma wall,0
345,C5364,DOID_5261,cardiac leiomyosarcoma,heart leiomyosarcoma,1
346,C6548,DOID_6229,childhood mature teratoma of the ovary,childhood mature ovary teratoma,1
347,C62018,DOID_0050820,2nd atrioventricular av block degree disease ii mobitz mo bitz second syndrome type,atrioventricular av block,0
348,C5532,DOID_2885,benign neoplasm neoplastic phyllode process prostate tumor,prostate phyllodes tumor,1
349,C39812,DOID_2698,nephrogenic adenofibroma,adenofibroma nephrogenic,1
350,C34582,DOID_10314,endocarditis,endocarditis,1
351,C35397,DOID_10330,disease pneumoconiosis slate syndrome,pneumoconiosis slate,1
352,C5569,DOID_7181,dermal schwannoma,benign dermal neurilemmoma,1
353,C4577,DOID_368,malignant cerebral tumor,cancer cerebral cerebrum,1
354,C4577,DOID_5390,cancer cerebral cerebrum hemisphere hemispheric malignant neoplasm neoplastic process tumor,adenoma cell clear,0
355,C35558,DOID_7089,carcinoma cell gland neoplastic papillary process tall thyroid variant,carcinoma cell papillary tall variant,1
356,C6336,DOID_5165,adenosarcoma body corpus mullerian mu llerian neoplastic process uterine uterus,corpus sarcoma uterine,0
357,C7986,DOID_6037,uveal spindle cell melanoma,cell intraocular melanoma spindle,1
358,C35062,DOID_13375,arteritis disease pulseless syndrome takayasu,arteritis temporal,0
359,C97165,DOID_1876,behavioral dyscalculia dysfunction mental,dysfunction sexual,0
360,C75011,DOID_0110950,2a disease iia syndrome type waardenburg,ws2a,1
361,C34540,DOID_4,dipetalonema dipetalonemiasis disease infection syndrome,disease,0
362,C3088,DOID_707,angioendothelioma angiosarcoma hemangioendothelioma hemangiosarcoma malignant neoplastic process,b cell lymphocytic lymphoma neoplasm,0
363,C5520,DOID_0050910,cecum villous adenoma,adenoma caecum cecum,1
364,C5700,DOID_5042,cell esophageal esophagus granular myoblastoma neoplasm neoplastic process tumor,cell granular malignant myoblastoma,0
365,C27019,DOID_193,disease disorder male reproductive syndrome system,cancer malignant neoplasm organ reproductive system,0
366,C35704,DOID_11213,disease or syndrome,acute conjunctivitis contagious,1
367,C7720,DOID_0050893,neoplastic process,adenoma gallbladder,1
368,C3085,DOID_255,angioma benign hemangioma neoplastic no process,hemangioma,1
369,C6744,DOID_5137,mature neoplastic pericardial pericardium process teratoma,leiomyoma pericardium,0
370,C34619,DOID_13620,congenital abnormality,foramen ovale patent,1
371,C137957,DOID_0110645,disease long lqt2 qt syndrome,long qt syndrome 2,1
372,C5250,DOID_8025,adenocarcinoma carcinoma cell cohesive gastric include neoplastic poorly process ring signet stomach,adenocarcinoma cell gastric ring signet,1
373,C5061,DOID_6166,neoplastic papilloma process urethral urothelial,carcinoma prostatic urethra urothelial,0
374,C6568,DOID_4454,childhood kidney cell carcinoma,carcinoma cell childhood kidney,1
375,C27539,DOID_4299,basal carcinoma cell infiltrate neoplastic no process skin,infiltrative basal cell carcinoma,1
376,C27019,DOID_229,disease disorder male reproductive syndrome system,disease female reproductive system,0
377,C7700,DOID_3713,neoplastic process,adenoacanthoma adenocarcinoma ovarian ovary,1
378,C26899,DOID_0050598,disease lung pulmonary syndrome tb tuberculosis,extrapulmonary tuberculosis,0
379,C5130,DOID_3319,adenocystic adenoid breast carcinoma cystic mammary neoplastic process,lung lymphangioleiomyomatosis,0
380,C4558,DOID_6524,melanoma of the ciliary body,body ciliary malignant melanoma,1
381,C27576,DOID_12376,childhood dermatomyositis disease jdm juvenile syndrome,atrophy childhood iii juvenile muscular spinal type,0
382,C4967,DOID_5600,acute adult leukemia lymphoblastic lymphocytic lymphogenous lymphoid neoplastic precursor process,leukemia lymphoblastic lymphoma precursor,0
383,C27420,DOID_1107,cancer carcinoma esophageal esophagus neoplastic process verrucous,carcinoma esophageal,0
384,C7157,DOID_5048,posterior pituitary gland neoplasm,gland neoplasm pituitary posterior,1
385,C34382,DOID_13382,anemia disease megaloblastic syndrome,recessive hereditary megaloblastic anemia 1,1
386,C5492,DOID_10656,neoplastic process,colon leiomyoma,1
387,C27332,DOID_5101,disease lymphadenitis postauricular syndrome,auricular cancer,0
388,C3388,DOID_10808,disease gastric syndrome ulcer,chronic gastric ulcer without hemorrhage and without perforation,1
389,C27067,DOID_1798,disease disorder endocrine pancreas syndrome,carcinoma endocrine pancreatic,0
390,C3308,DOID_4817,neoplasm neoplastic no paraganglioma paraganglion paraganglionic process tumor,ganglioneuroma,0
391,C126741,DOID_1273,anomaly brain congenital disease dystrophy dystroglycanopathy eye mddga4 muscular syndrome type,disease infectious respiratory syncytial virus,0
392,C7986,DOID_6037,spindle cell melanoma of uvea,cell intraocular melanoma spindle,1
393,C6419,DOID_5697,neoplastic process,liposarcoma ovary,1
394,C27576,DOID_14203,childhood dermatomyositis disease jdm juvenile syndrome,childhood type dermatomyositis,1
395,C8196,DOID_1362,cavity find granuloma lesion lethal midfacial midline nasal necrotising paranasal sinus,paranasal sarcoma sinus,0
396,C5973,DOID_7763,supraglottic cancer,carcinoma supraglottis,1
397,C5608,DOID_5134,anal leiomyoma,anus leiomyoma,1
398,C123413,DOID_10652,alzheimer behavioral disease dysfunction familial mental type,alzheimer disease,0
399,C27248,DOID_12002,cranial fasciitis neoplastic nodular process pseudosarcomatous,sarcoma trachea,0
400,C4474,DOID_2064,benign chondroid mixed neoplastic process skin syringoma tumor,syringoma vulvar,0
401,C98871,DOID_0060235,carnitine deficiency disease palmitoyltransferase syndrome,carnitine cpt ii deficiency ii infantile late onset lethal neonatal palmitoyltransferase,0
402,C3654,DOID_5100,cholesteatoma disease ear middle syndrome,disease ear middle,0
403,C5833,DOID_0110908,extraskeletal hepatic liver neoplastic osteogenic osteosarcoma process sarcoma,bowel disease ibd24 inflammatory,0
404,C3099,DOID_686,carcinoma hepatocellular malignant,carcinoma liver,1
405,C4484,DOID_5273,atypical intradermal smooth muscle neoplasm,cutaneous leiomyosarcoma,1
406,C40201,DOID_5830,adenocarcinoma cervical neoplastic process serous,adenocarcinoma cervical endometrioid,0
407,C84761,DOID_4455,disease hereditary hyperbilirubinemia syndrome,carcinoma cell hereditary renal,0
408,C6849,DOID_1362,sarcoma of paranasal sinus,paranasal sarcoma sinus,1
409,C40957,DOID_7269,cribriform neoplastic process seminoma testicular variant,cribriform seminoma testicular variant,1
410,C8881,DOID_4717,cell extragonadal germ malignant neoplasm neoplastic process tumor,extragonadal germ cell cancer,1
411,C27576,DOID_3079,childhood dermatomyositis disease jdm juvenile syndrome,astrocytoma juvenile,0
412,C3388,DOID_10808,disease gastric syndrome ulcer,acute gastric ulcer with hemorrhage and perforation,1
413,C6509,DOID_5701,fibroblastic liposarcoma neoplastic process,breast liposarcoma,0
414,C3205,DOID_2689,lymphangioendothelial lymphangioendothelioma lymphangiosarcoma malignant neoplastic process sarcoma,lymphangiosarcoma skin,1
415,C27319,DOID_624,disease hypogammaglobulinemia syndrome transient,hypogammaglobulinemia infancy transient,0
416,C62018,DOID_11312,mobitz type ii atrioventricular block,atrioventricular block ii mobitz type,1
417,C27037,DOID_4404,dermatitis disease spongiotic syndrome,dermatitis occupational,0
418,C7888,DOID_4906,adenocarcinoma small intest,adenocarcinoma intestine small,1
419,C3085,DOID_255,hemangioma benign,hemangioma,1
420,C34565,DOID_14292,disease or syndrome,dystrophy vulvar,1
421,C4533,DOID_3540,malignant tumor of choroid plexus,cancer choroid plexus,1
422,C84391,DOID_10871,age related amd armd degeneration disease macular syndrome,age age related degeneration macular relate,1
423,C92727,DOID_0050668,arbd,alcohol related arbd birth defect,1
424,C98871,DOID_0090129,carnitine deficiency disease palmitoyltransferase syndrome,hepatic cpt deficiency type i,1
425,C3562,DOID_4143,malignant tumor of orbit,cancer orbit orbital,1
426,C39987,DOID_6512,neoplastic ovarian pattern polyvesicular process sac tumor vitelline yolk,hepatoid ovarian pattern sac tumor yolk,0
427,C26915,DOID_12306,vitiligo,vitiligo,1
428,C9429,DOID_3378,classic classical conventional fibrosarcoma neoplastic process,central conventional osteosarcoma,0
429,C27597,DOID_2113,disease iiird nerve oculomotor paralysis syndrome,coccidiosis,0
430,C92950,DOID_7551,disease gc gonorrhea syndrome,chronic gonococcal infectious disease of upper genitourinary tract,1
431,C2967,DOID_14250,cryptococcosis disease syndrome,syndrome,0
432,C7283,DOID_5118,ovarian cystic teratoma,cystic ovarian teratoma,1
433,C27420,DOID_5625,cancer carcinoma esophageal esophagus neoplastic process verrucous,adenosquamous carcinoma esophageal,0
434,C4257,DOID_452,atypical bizarre leiomyoma neoplastic pleomorphic process,adenoma pleomorphic,0
435,C99109,DOID_0050560,disease dystrophy muscular syndrome walker warburg wws,walker warburg syndrome,1
436,C33645,DOID_1526,subcutaneous adipose tissue,panniculitis,1
437,C3739,DOID_3352,benign fibrous fibroxanthoma histiocytoma neoplastic no process,bone fibrous histiocytoma malignant,0
438,C5484,DOID_5782,cell gastric granular malignant neoplasm neoplastic process stomach tumor,disease membrane tympanic,0
439,C92727,DOID_0050666,alcohol arbd birth defect disease related syndrome,alcohol fetal partial syndrome,0
440,C85078,DOID_3261,disease stargardt syndrome,job syndrome,0
441,C34982,DOID_13207,disease fibroplasia prematurity retinopathy retrolental syndrome terry,diabetic proliferative retinopathy,0
